,title,tempo,zcr_mean,zcr_var,rmse_mean,rmse_var,centroid_mean,centroid_var,bandwidth_mean,bandwidth_var,contrast_mean,contrast_var,rolloff_mean,rolloff_var,flatness_mean,flatness_var,tempogram_ratio_mean,tempogram_ratio_var,harmonic_mean,harmonic_var,percussive_mean,percussive_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,genre
10,blues.00010.wav,161.4990234,0.062958826,0.000441534,0.086098973,0.003684369,1410.023423,205639.1703,1512.304655,145026.0608,21.08769741,67.83339038,2765.96742,1427723.415,0.001245921,3.84E-06,0.329915529,0.029532476,-0.000108931,0.02177115,8.63E-05,0.003973068,-173.81046,8143.062,137.17355,1082.654,-23.72303,1028.9458,26.979677,495.41827,-16.67521,289.7898,4.1947308,160.0762,-12.571788,150.51717,5.851669,82.44498,-2.8769507,108.58822,-1.1783808,65.64738,-1.9682404,55.532143,1.8011796,57.92027,-3.0069504,93.64786,-1.8669492,40.12515,-0.7912434,49.736404,-3.0062358,62.993614,-0.43072954,57.057255,-1.9965144,55.609657,-0.75010407,47.180058,-5.0069656,46.476055,blues
11,blues.00011.wav,161.4990234,0.043930585,0.001895712,0.039525787,0.000995189,1352.74271,511953.3554,1756.882097,220316.5829,20.79772916,53.89880322,2880.911092,2932944.117,0.003281126,7.58E-05,0.347025701,0.008773323,4.62E-06,0.005014703,-1.15E-05,0.000633864,-287.9319,5931.3467,124.01078,994.99554,5.4674478,302.0755,33.66307,344.49414,1.091654,441.21622,14.703699,235.38484,-4.8811417,149.53204,8.668892,189.32147,0.78433156,148.67032,6.57608,114.22455,-4.8758154,93.7772,-3.1767612,84.19608,-5.538258,65.792854,-6.779148,60.83885,-2.6465132,55.49734,-2.9903204,54.537933,-3.3829944,39.835857,-1.8589838,46.825733,1.839186,37.05892,-4.8913555,28.130304,blues
12,blues.00012.wav,184.5703125,0.069095007,0.002380562,0.071330938,0.001743668,1360.685601,257080.6336,1567.299469,44995.6038,22.12638857,45.42465601,2738.830255,953044.8056,0.000771528,1.20E-06,0.387137423,0.023386956,-4.30E-06,0.012532266,-5.94E-05,0.002633119,-207.2383,4575.776,132.82741,666.02277,-15.45408,935.23145,60.980972,330.53262,0.71902615,313.94824,12.4613285,101.10465,1.1633849,107.93309,-1.5329198,111.63531,-17.89585,96.37597,8.360363,94.81139,-2.459651,139.65952,-0.5846392,92.744286,0.37226456,86.13248,2.5984128,53.735428,-5.186428,45.905807,-9.530309,69.25321,-9.2374735,63.564034,-2.8471038,68.84711,-1.4193835,112.57434,-5.9333534,91.46057,blues
13,blues.00013.wav,107.6660156,0.051401703,0.001255388,0.067649211,0.001795842,1324.527825,171556.8843,1827.850132,78336.96974,21.41024308,50.83942936,2711.484919,1076354.558,0.001199246,1.66E-06,0.467298177,0.012939765,-5.63E-06,0.012679606,-6.04E-05,0.001605808,-209.80392,1968.6527,124.46476,541.9335,10.309393,662.1497,47.016357,148.4147,6.478226,101.90166,15.41512,146.17114,-2.0159416,69.43244,6.7262187,76.019615,-21.543222,96.41771,10.720835,95.860405,-5.5328465,90.651695,-2.1957276,59.19818,-3.0491858,52.314415,8.643512,71.75553,-0.30701312,68.603455,-0.63291776,88.57952,-2.9335587,97.390205,-1.7062988,104.24756,-1.7673149,88.82407,-7.755139,113.835785,blues
14,blues.00014.wav,151.9990809,0.045036676,0.001559971,0.040181173,0.001088657,1171.967432,147268.4565,1705.37013,96499.73884,21.61981567,42.58124997,2344.98747,877107.6286,0.000472816,1.60E-07,0.459917608,0.009876081,-0.000112428,0.004727469,-0.000201282,0.001199845,-305.66437,8192.633,113.07102,682.14856,12.107334,1462.7548,45.052197,224.56734,17.734386,248.84837,14.590071,154.57202,4.147996,157.61455,0.22631137,166.8956,-7.021588,97.5899,13.646477,76.79964,8.91421,90.02956,1.3037988,62.693886,5.9549785,64.3177,8.547472,76.00693,1.1196223,137.01826,0.59824127,67.728806,0.060842562,96.595726,-3.7137508,65.659485,-0.9935343,89.37376,-1.8043832,113.50517,blues
15,blues.00015.wav,103.359375,0.063701255,0.00194099,0.048287421,0.001166511,1420.438572,199934.3831,1731.176853,81312.15276,21.35925266,44.75323935,2930.23928,699900.4202,0.001107854,1.29E-06,0.482520041,0.010603804,-1.27E-05,0.004725014,-9.07E-05,0.002335532,-238.51962,4379.6255,120.10219,728.1788,-4.2219477,978.796,42.294594,383.1859,5.923822,298.72183,13.911398,117.38614,5.350524,119.63875,1.8952672,143.87921,-16.92809,89.818855,12.343145,76.23276,3.9388995,81.61115,-1.3966831,60.90996,0.013027749,60.566597,3.585257,89.513954,-4.500639,101.89453,-5.5398455,77.415665,-6.8845096,93.56861,-4.824554,65.70046,1.7439975,78.28548,-1.8783106,131.15253,blues
16,blues.00016.wav,198.7680288,0.061344061,0.001418798,0.048788191,0.001097118,1455.072634,152296.7901,1826.043339,116760.5826,21.05561063,50.1018224,3010.010389,1010269.497,0.00130429,1.29E-06,0.498971056,0.009770953,-2.52E-05,0.004506647,-0.000106954,0.00241709,-233.77281,4958.6343,120.66434,561.7591,-3.1640923,1207.2642,39.514828,396.8244,3.8315244,284.47855,18.828156,156.3235,-3.678738,100.44713,4.4254684,111.51865,-14.964929,101.528305,17.571478,102.22183,1.8461249,108.56196,2.5500886,66.5328,-1.2302392,65.06261,8.437056,64.94195,-0.2002477,59.23103,-3.8908293,78.07675,-4.4561353,82.96056,0.011000738,86.01411,1.294804,83.56266,-2.0984619,100.81558,blues
17,blues.00017.wav,172.265625,0.048326249,0.000845165,0.055796144,0.000957426,1089.005344,231672.8915,1411.001637,69763.92696,21.71527206,40.41283253,2135.417611,1081577.235,0.000461984,3.82E-07,0.43768473,0.011434054,-1.16E-05,0.006779913,-7.70E-05,0.001522619,-245.68724,5196.257,140.48125,800.1619,-2.7912188,795.8256,60.404514,360.887,18.903513,235.44035,9.828394,99.82425,3.563824,118.55096,0.52286255,93.30117,-16.378489,129.11522,6.6293535,105.23015,7.2584243,96.817184,-4.021235,71.328354,1.601125,72.963554,5.8965745,78.655426,-3.0172145,56.01136,-4.7756925,58.363327,-3.0362885,65.715126,-1.9979147,64.9101,-0.049571756,62.9335,-3.9618294,64.81745,blues
18,blues.00018.wav,83.35433468,0.05614177,0.001722205,0.048012305,0.001184826,1537.491387,193154.1727,2053.965412,145508.3895,21.71215206,55.03295865,3495.331816,1828303.205,0.001481024,2.33E-06,0.471000717,0.012219958,-3.91E-05,0.006928043,-0.000197315,0.001055914,-252.48178,2874.1829,104.94516,604.05975,15.296445,661.94025,42.68784,162.72173,6.770452,92.87257,21.611765,117.26866,-1.3111783,73.47131,5.681745,100.52637,-16.636873,125.60383,12.16935,123.66207,-1.9619533,52.164993,1.9602653,64.75909,-0.89822775,48.760345,7.7623606,71.51197,2.3758616,102.00458,1.7791145,93.04836,1.3305403,132.01836,3.6150515,182.26515,4.9066,151.66873,-2.6610513,96.47257,blues
19,blues.00019.wav,123.046875,0.058886039,0.001798326,0.058225544,0.001150687,1195.498131,249540.7828,1481.022638,46878.31181,21.48142241,42.44689516,2235.614453,1207900.64,0.00064237,9.00E-07,0.469321117,0.02283552,-2.64E-05,0.006597353,-0.000165059,0.002579453,-236.67947,5576.6396,138.4056,536.2844,-4.9304795,1166.9213,47.6545,311.2415,5.1578503,466.2876,8.887806,91.67842,0.48740557,98.060455,-3.788342,159.00235,-14.984867,77.34831,10.428946,104.50035,-0.34138432,134.52066,0.7833588,80.4702,1.7809839,77.91053,4.2295594,73.61766,-0.4747693,63.29976,-6.104543,80.723236,-5.394643,95.50786,-1.3449988,92.612816,-3.725463,72.52176,-4.37371,66.93198,blues
20,blues.00020.wav,135.9991776,0.052586342,0.000616229,0.044971452,0.001048794,1390.382814,103083.2511,1911.218378,88690.56867,20.07031105,51.72101768,3006.146736,945931.972,0.001653614,1.82E-06,0.496960305,0.007552339,-5.47E-06,0.004576305,-9.02E-05,0.001482888,-230.36378,2989.1604,127.07773,397.76834,7.1146965,600.3924,39.767056,176.0069,1.9217217,116.42421,17.410606,100.17704,-5.626918,79.68089,8.2406645,69.49092,-18.116041,60.15173,13.844725,72.71004,-3.7571113,71.56751,2.579849,74.58947,-4.3167143,62.588993,6.797995,62.125072,-6.167014,60.68846,-6.2006335,49.88816,-4.5018964,52.918427,-1.8255954,73.46964,-0.51591,94.82005,1.5071843,73.84815,blues
21,blues.00021.wav,99.38401442,0.047907452,0.002331309,0.060850119,0.001341719,1046.775127,291445.5029,1481.055847,70296.7248,22.14452413,41.88916326,1831.221564,1348269.129,0.000398252,3.42E-07,0.44987239,0.013563089,-8.45E-06,0.00832287,-7.41E-05,0.002211354,-264.67126,6340.7188,138.85434,1001.429,11.16733,1283.5443,48.52393,371.25842,14.904312,248.1461,20.586437,130.0128,3.2061763,119.96546,1.2635794,104.41091,-15.839374,95.395905,15.975112,85.30514,3.358218,79.1454,-1.5066409,71.932945,1.8969209,70.0342,6.3134995,68.5041,-0.99598384,82.13329,-2.4147837,89.51523,-3.6791573,93.94478,0.4992717,119.202965,5.0440598,117.73886,-0.7863168,148.49113,blues
22,blues.00022.wav,95.703125,0.058569959,0.002867969,0.068209516,0.00155175,1155.869257,314152.7441,1497.936716,59092.06999,22.28346835,46.11483126,2169.632588,1331329.429,0.000423014,2.06E-07,0.418568439,0.016603688,-1.21E-05,0.009843932,-5.53E-05,0.003195198,-233.96312,6504.2466,136.14453,959.72797,3.306636,1162.9741,48.930626,383.96628,8.705184,304.61374,13.989511,165.40909,5.3627157,105.51817,0.4101892,128.1393,-13.483557,151.98457,16.860369,82.7323,5.134752,114.36248,-2.2307272,77.221436,3.9538214,66.00461,5.3132124,83.296745,0.807943,101.00323,-1.1003898,80.28279,-4.5396314,78.61718,-2.4259493,100.40609,3.324436,119.319336,-0.6058455,143.40132,blues
23,blues.00023.wav,184.5703125,0.05246701,0.001087785,0.061352253,0.001471494,1210.141391,131835.5422,1497.676703,51645.13855,21.831998,37.55475466,2521.982739,610051.8742,0.000549473,3.40E-07,0.471275591,0.019313853,-2.32E-05,0.008701689,-0.000114886,0.002099279,-227.2558,4144.4,137.76518,507.1656,-14.502318,1245.1947,63.57536,210.98936,5.6017485,152.54596,11.988768,93.58656,1.8891488,102.561775,-1.8709356,87.26914,-7.618035,97.516396,-2.4516425,97.633514,-2.8980217,104.15346,-9.433825,87.927345,-10.939208,115.719406,3.5636466,68.92533,4.152738,77.30342,0.094712116,45.212193,-2.9802275,66.8502,-1.3866448,82.50899,7.5348935,93.42404,-3.0437849,74.07117,blues
24,blues.00024.wav,103.359375,0.047276048,0.001078994,0.052055429,0.001065767,1120.166569,176332.3092,1448.122768,53858.88081,21.71385571,35.82822043,2324.212009,1139225.188,0.000323193,1.68E-07,0.453059409,0.017022015,-1.01E-05,0.006556148,-0.000102504,0.001713689,-274.37683,5920.2183,130.40738,500.41647,-6.357468,1342.9838,70.38822,311.4976,13.269664,230.38287,9.47218,155.52798,7.7330894,121.50666,-1.2365489,150.25732,-0.5709879,94.17127,-2.2971628,68.86656,3.7794154,76.74092,0.08548226,73.51651,-0.9368571,126.637794,2.2968419,63.148663,4.289634,69.60199,-1.6617897,47.883125,-10.439051,49.10369,-6.7934256,39.414467,-1.0635625,44.236256,-1.5890816,83.50597,blues
25,blues.00025.wav,92.28515625,0.051697391,0.001339266,0.05365396,0.001271851,1109.320763,138690.1461,1463.110786,37662.2102,21.02443902,39.65062568,2243.316778,838253.6529,0.000399714,9.60E-08,0.416433708,0.012488031,-6.42E-06,0.00675365,-2.71E-06,0.001711402,-249.31532,3977.6575,131.00032,338.24554,0.6778699,1578.9688,66.704155,298.3847,17.911272,183.51115,4.623277,173.19875,6.603809,96.41474,1.2421157,98.26317,1.4099408,75.738655,-1.5849271,91.75965,-0.9725388,101.25188,-3.5726156,85.11508,-2.9297993,86.26875,4.5961614,62.419785,7.480731,91.63826,-0.19306444,100.62006,-2.8259156,87.33297,-2.6829553,77.28338,0.74113846,76.0248,-0.5292367,67.64772,blues
26,blues.00026.wav,83.35433468,0.051972686,0.001486869,0.046116648,0.002329288,1198.857018,161946.5552,1573.309954,84086.36736,21.95186306,38.87204601,2478.833064,992995.973,0.000458582,2.82E-07,0.372865849,0.015247564,-3.42E-05,0.008433905,-6.51E-05,0.001919594,-284.64056,6202.547,108.80131,675.5429,9.085324,1444.9446,51.198055,296.57822,18.071894,210.83524,7.6021533,181.88692,8.755716,122.01362,2.3540907,103.129456,0.003366705,93.45779,2.2484963,106.085846,4.1991243,84.31745,-3.283063,97.75062,1.6176822,68.57549,2.679472,74.232735,3.3437946,91.85233,3.2793777,115.848816,-4.5331836,137.81163,0.48806825,105.864876,5.9214964,140.58414,3.2215705,169.69243,blues
27,blues.00027.wav,92.28515625,0.072414413,0.002545687,0.057912932,0.00090942,1392.026357,200436.552,1494.877564,43463.63179,23.02258234,34.43374792,2811.740049,541255.4237,0.000450848,2.00E-07,0.51185108,0.011510084,-1.56E-05,0.00774543,-9.11E-05,0.001526151,-228.20981,2813.78,130.32317,689.42084,-23.311424,927.2701,70.20095,397.6454,1.1310545,181.74107,7.584427,154.08311,0.9005107,100.342,1.9828154,88.28393,-6.1644154,61.85798,-9.382748,86.06395,-2.56378,107.833115,-4.5257525,58.99545,-0.2604645,67.79429,0.17552154,57.04276,-1.5229119,79.448074,1.4664072,80.517586,-6.979135,65.05795,-8.328394,91.87449,4.236806,119.66019,0.9886392,132.00111,blues
28,blues.00028.wav,103.359375,0.048019987,0.000816598,0.059648953,0.001704006,1115.58948,105511.5508,1398.722659,52841.20609,21.39915213,38.29800797,2290.688159,637990.4068,0.000372884,2.07E-07,0.477606032,0.020743541,-2.18E-06,0.008178832,-3.01E-05,0.002627477,-248.98882,4960.168,139.05774,397.97247,-16.27087,1165.7607,57.137146,329.1937,20.188507,158.22342,10.186956,133.22313,4.5429106,126.33146,0.33107185,118.26378,-7.8745785,69.82374,-3.4545712,68.51031,-2.6574361,79.47989,-2.8329575,66.65289,-0.90465844,95.408035,-2.4093251,55.038513,2.5699363,62.241905,-5.852057,46.437405,-12.404833,55.870274,-7.3133807,37.512794,-0.93787175,48.65181,-2.6867254,86.66318,blues
29,blues.00029.wav,129.1992188,0.05289487,0.003247441,0.074747744,0.002050918,1648.884832,712191.5514,2190.046421,185210.7119,26.44973955,79.12344514,3760.300129,4159729.928,0.001489202,1.47E-05,0.480542593,0.012318437,8.15E-07,0.016771028,4.55E-06,0.001320015,-233.72897,3685.9968,101.19028,885.16626,17.647951,375.1974,23.734175,219.077,2.082544,227.48592,25.9364,135.567,-16.956388,339.19635,15.084955,113.550705,-22.273956,98.33264,4.3816123,122.683044,-23.201658,167.3735,-6.05058,81.708855,-5.0679283,80.8433,1.0592706,99.96532,-5.7868657,88.853806,-8.313065,84.22728,-11.38215,98.36215,-6.724382,96.60228,-10.0169525,73.97155,-14.028803,77.85362,blues
30,blues.00030.wav,151.9990809,0.039366118,0.00094557,0.102746444,0.001480591,1379.02368,550970.5458,2003.731133,269583.5727,26.84261219,74.38193022,3015.614351,4573708.287,0.000699205,3.09E-06,0.563634487,0.00925915,-1.23E-06,0.027218932,5.51E-06,0.001538459,-206.93233,2025.0728,117.80414,763.5175,23.241365,281.1403,28.308992,261.2949,-1.126013,194.8025,18.867393,160.91714,-21.973022,212.44698,17.844067,137.30339,-25.595348,200.11937,2.139523,103.07033,-17.782476,73.11466,-8.011028,60.389973,-17.610441,72.830696,-8.119411,85.99083,-8.629656,115.688644,-15.530965,85.75174,-15.322778,78.077255,-9.662424,97.191475,-10.0919695,55.309418,-17.832165,90.98461,blues
31,blues.00031.wav,151.9990809,0.042947225,0.001096176,0.091898332,0.001358633,1330.606268,352248.0682,1973.262361,234481.1913,27.92687095,68.49763532,2898.630603,3709897.507,0.00058124,3.44E-06,0.522607035,0.010742997,3.43E-07,0.023250263,9.56E-07,0.000850097,-221.87302,2512.0298,110.8554,586.3889,18.636082,190.44043,30.92296,180.49846,3.296436,221.32793,22.585636,100.604965,-20.40369,318.4722,12.121833,114.50333,-26.332514,109.00269,-4.367301,102.2271,-26.395552,128.85991,-13.04718,107.47272,-12.667626,146.42516,-1.8228296,95.050285,-7.255052,110.84827,-6.657476,108.96002,-14.686026,103.15434,-11.712328,115.847015,-11.020865,118.50702,-13.38948,98.54091,blues
32,blues.00032.wav,143.5546875,0.039388398,0.003158096,0.061288737,0.001568708,1309.774651,756135.7535,1883.25815,284221.8171,26.98111753,67.07443128,2765.234658,4686832.922,0.001231675,1.64E-05,0.377393224,0.006729478,-9.82E-08,0.012858709,2.73E-06,0.000445289,-288.7327,5319.036,105.90115,829.6179,18.776207,433.78073,23.682646,342.53235,5.6820407,381.52655,25.54894,164.24428,-13.463248,228.21718,12.437668,125.63249,-11.963671,196.29906,1.5746145,132.29857,-15.640524,126.26147,-6.632071,81.745636,-11.693039,102.44064,-2.926763,105.24514,-7.375716,82.07757,-15.69388,54.508312,-10.976883,61.209698,-10.892729,44.982956,-18.505384,55.872993,-19.104548,75.34568,blues
33,blues.00033.wav,151.9990809,0.041973683,0.001439137,0.080757484,0.000976648,1430.60284,700821.2374,2075.71855,275165.2458,27.157654,73.44189749,3246.167842,5567256.172,0.000806562,4.60E-06,0.499589146,0.013101665,-2.11E-06,0.016949395,-1.99E-06,0.000996939,-238.96988,3230.6921,108.68233,821.1811,34.158813,279.21472,30.20716,302.70737,-0.4982215,237.4868,27.279755,140.72952,-21.377928,286.7237,14.166391,139.31052,-24.509224,117.44081,-1.8904003,179.17099,-28.051817,127.13948,-11.25711,87.63016,-16.457558,90.87678,-7.6354294,78.9873,-12.788069,63.45136,-15.356443,81.95188,-13.739163,141.08138,-7.4004874,68.75154,-10.083454,70.441414,-13.290667,87.91442,blues
34,blues.00034.wav,184.5703125,0.045702445,0.000691172,0.081980589,0.001416426,1537.076162,341041.8688,2157.297067,160985.2781,26.87857074,74.50039848,3602.406626,3714496.07,0.000892355,3.05E-06,0.483421556,0.019729408,-6.19E-07,0.016845131,2.82E-06,0.001755029,-217.18364,3599.9531,105.78522,533.9499,15.602849,358.40976,25.24884,219.32413,-1.4500508,215.97493,30.19327,117.47158,-17.716621,223.58751,17.319042,126.524956,-27.213606,112.218475,4.338282,177.22545,-20.0573,115.21863,-10.700285,70.826904,-14.228785,105.002716,-5.155776,83.000084,-3.4822617,101.279076,-6.1949677,66.54191,-15.323166,116.034874,-6.8316145,93.67297,-9.825101,90.79377,-13.942624,92.79743,blues
